English_words,Hebrew_meaning,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,score,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
diligence ,"שַׁקְדָנוּת, הַתְמָדָה, חָרִיצוּת",,,,,diligence ,0.0,,,,,,,,,,,,,,,,,,,,,,
aloof ,"מִן הַצַּד, מִנֶּגֶד, מרחוק, מתוך ריחוק",,,,,aloof ,0.0,,,,,,,,,,,,,,,,,,,,,,
infiltrate ,"הִסְתַּנֵּן, חָדַר; הֶחְדִּיר",,,,,infiltrate ,0.0,,,,,,,,,,,,,,,,,,,,,,
squirm ,הִתְפַּתְּלוּת,,,,,squirm ,0.0,,,,,,,,,,,,,,,,,,,,,,
shrug ,מָשַׁךְ בַּכְּתֵפַיִם,,,,,shrug ,0.0,,,,,,,,,,,,,,,,,,,,,,
defer ,"עִכֵּב, דָּחָה; שָׁאַל אֶת פִּיו (של מישהו), נָטַל עֵצָה (ממישהו)",,,,,defer ,0.0,,,,,,,,,,,,,,,,,,,,,,
distraught ,מֻטְרָד; (נָדִיר) מְשֻׁגָּע,,,,,distraught ,0.0,,,,,,,,,,,,,,,,,,,,,,
inconsolable ,שלא ניתן לנחם אותו,,,,,inconsolable ,0.0,,,,,,,,,,,,,,,,,,,,,,
enslave ,שִׁעְבֵּד,,,,,enslave ,0.0,,,,,,,,,,,,,,,,,,,,,,
repercussion ,הַשְׁלָכָה; הִדְהוּד,,,,,repercussion ,0.0,,,,,,,,,,,,,,,,,,,,,,
promiscuity ,"הֶפְקֵרוּת, הוֹלֵלוּת; עִרְבּוּב, עֵרוּב",,,,,promiscuity ,0.0,,,,,,,,,,,,,,,,,,,,,,
scarce ,"נָדִיר, יְקַר הַמְּצִיאוּת; מְצֻמְצָם, מוּעָט, שאינו מספיק",,,,,scarce ,0.0,,,,,,,,,,,,,,,,,,,,,,
induce,"שִׁכְנֵעַ, הִשְׁפִּיעַ; גָּרַם; הִשְׁרָה, יצר השראה חשמלית",,,,,induce,0.0,,,,,,,,,,,,,,,,,,,,,,
insinuate ,"רָמַז, רִמֵּז; הִתְגַּנֵּב, הִסְתַּנֵּן, הִתְבָּרֵג",,,,,insinuate ,0.0,,,,,,,,,,,,,,,,,,,,,,
condescension ,הִתְנַשְּׂאוּת; מחילה על כבוד,,,,,condescension ,1.0,,,,,,,,,,,,,,,,,,,,,,
quintessential ,"מוֹפְתִי, מֻשְׁלָם, הטוב בסוגו; טִיפּוּסִי, אָפְיָנִי, קְלָסִי",,,,,quintessential ,0.0,,,,,,,,,,,,,,,,,,,,,,
idiosyncrasy ,"אידיוסינקרציה, נטייה או התנהגות ייחודית של מישהו",,,,,idiosyncrasy ,0.0,,,,,,,,,,,,,,,,,,,,,,
erratic ,"בִּלְתִּי יַצִּיב, בִּלְתִּי צָפוּי",,,,,erratic ,0.0,,,,,,,,,,,,,,,,,,,,,,
entail ,"גָּרַר, הוֹבִיל, הֵבִיא לִידֵי; הִצְרִיךְ, חִיֵּב",,,,,entail ,0.0,,,,,,,,,,,,,,,,,,,,,,
introspection ,"אִינְטְרוֹסְפֶּקְצְיָה, בחינה עצמית",,,,,introspection ,0.0,,,,,,,,,,,,,,,,,,,,,,
conjure ,"הֶעֱלָה בָּאוֹב, גרם למשהו או למישהו להופיע בדרך של כישוף; הֶעֱלָה (זכרונות, רשמים וכדומה)",,,,,conjure ,0.0,,,,,,,,,,,,,,,,,,,,,,
meek ,"עָנָו, שְׁפַל רוּחַ, צָנוּעַ; כָּנוּעַ, צַיְתָנִי",,,,,meek ,0.0,,,,,,,,,,,,,,,,,,,,,,
nebulous ,מְעֻרְפָּל; שקשור או דומה לערפילית,,,,,nebulous ,0.0,,,,,,,,,,,,,,,,,,,,,,
subtle ,"מְעֻדָּן, עָדִין, סוּבְּטִילִי, דַּק; מְתֻחְכָּם, מְחֻכָּם, שָׁנוּן",,,,,subtle ,0.0,,,,,,,,,,,,,,,,,,,,,,
faze ,"הִדְאִיג, הִטְרִיד",,,,,faze ,0.0,,,,,,,,,,,,,,,,,,,,,,
shortcoming ,"מִגְרַעַת, חִסָּרוֹן, לִקּוּי, פְּגָם, פְּסוּל",,,,,shortcoming ,0.0,,,,,,,,,,,,,,,,,,,,,,
vindication ,"זִכּוּי; צִדּוּק, הַצְדָּקָה; הוֹכָחָה",,,,,vindication ,0.0,,,,,,,,,,,,,,,,,,,,,,
succumb ,נִכְנַע; מֵת,,,,,succumb ,0.0,,,,,,,,,,,,,,,,,,,,,,
encompass ,"הִקִּיף, כִּתֵּר; גָּרַם, יָצַר; כָּלַל",,,,,encompass ,0.0,,,,,,,,,,,,,,,,,,,,,,
scathing ,"מַזִּיק, מַכְאִיב, פּוֹגְעָנִי",,,,,scathing ,0.0,,,,,,,,,,,,,,,,,,,,,,
queasy,שמרגיש בחילה; מַבְחִיל,,,,,queasy,0.0,,,,,,,,,,,,,,,,,,,,,,
hunch ,"תְּחוּשַׁת [הַרְגָּשַׁת] בֶּטֶן, קוֹל פְּנִימִי; חֲטוֹטֶרֶת, גִּבֶּנֶת; גּוּשׁ",,,,,hunch ,0.0,,,,,,,,,,,,,,,,,,,,,,
tantrum ,התקף זעם,,,,,tantrum ,0.0,,,,,,,,,,,,,,,,,,,,,,
stifle,"חָנַק, הֶחְנִיק, הִשְׁנִיק; רָמַס, הָרַס",,,,,stifle,0.0,,,,,,,,,,,,,,,,,,,,,,
revel ,"הִתְהוֹלֵל, חָגַג",,,,,revel ,0.0,,,,,,,,,,,,,,,,,,,,,,
grueling ,"מְפָרֵךְ, מַתִּישׁ, מְעַיֵּף, מַכְבִּיד",,,,,grueling ,0.0,,,,,,,,,,,,,,,,,,,,,,
myriad ,"עָצוּם, בלתי-ספיר",,,,,myriad ,0.0,,,,,,,,,,,,,,,,,,,,,,
mortify ,"הִשְׁפִּיל, הֵבִיךְ; הִרְקִיב, נָמַק",,,,,mortify ,0.0,,,,,,,,,,,,,,,,,,,,,,
chisel,"פִּסֵּל, סִתֵּת",,,,,chisel,1.0,,,,,,,,,,,,,,,,,,,,,,
stifling ,מַחְנִיק,,,,,stifling ,0.0,,,,,,,,,,,,,,,,,,,,,,
pent-up,"עָצוּר, כָּלוּא",,,,,pent-up,0.0,,,,,,,,,,,,,,,,,,,,,,
gonorrhea ,זִיבָה,,,,,gonorrhea ,1.0,,,,,,,,,,,,,,,,,,,,,,
contrive ,"הִמְצִיא, תִּכְנֵן; תִּחְבֵּל",,,,,contrive ,0.0,,,,,,,,,,,,,,,,,,,,,,
gush ,"זֶרֶם, שֶׁטֶף, פֶּרֶץ",,,,,gush ,0.0,,,,,,,,,,,,,,,,,,,,,,
solicit ,"שִׁדֵּל, הִדִּיחַ; הִפְצִיר, הִתְחַנֵּן",,,,,solicit ,0.0,,,,,,,,,,,,,,,,,,,,,,
infatuated,"מְאֹהָב, מֻקְסָם, מְסֻנְוָר, ""דָּלוּק על""",,,,,infatuated,1.0,,,,,,,,,,,,,,,,,,,,,,
provision ,"אַסְפָּקָה, הַסְפָּקָה; אֶמְצָעִי; תְּנַאי, הַתְנָיָה, הוֹרָאָה (כסעיף במסמך רשמי)",,,,,provision ,0.0,,,,,,,,,,,,,,,,,,,,,,
reciprocal,"הֲדָדִי, דּוּ-צְדָדִי; הָפְכִּי",,,,,reciprocal,0.0,,,,,,,,,,,,,,,,,,,,,,
devoid ,"חָסֵר, נָטוּל, מְשֻׁלָּל, רֵיק (ממשהו)",,,,,devoid ,0.0,,,,,,,,,,,,,,,,,,,,,,
berate ,"נָזַף, גָּעַר",,,,,berate ,0.0,,,,,,,,,,,,,,,,,,,,,,
trample ,"רְמִיסָה, דְּרִיסָה, דְּרִיכָה",,,,,trample ,0.0,,,,,,,,,,,,,,,,,,,,,,
adolescence ,"גִּיל הַהִתְבַּגְּרוּת, גִּיל הַטִּפֵּשׁ עֶשְׂרֵה, נַעֲרוּת, בַּחֲרוּת",,,,,adolescence ,0.0,,,,,,,,,,,,,,,,,,,,,,
permeate ,"חָדַר, הִתְפַּשֵּׁט, חִלְחֵל",,,,,permeate ,0.0,,,,,,,,,,,,,,,,,,,,,,
peculiar ,"מוּזָר, יוֹצֵא דֹּפֶן; מְיֻחָד; יִחוּדִי",,,,,peculiar ,0.0,,,,,,,,,,,,,,,,,,,,,,
enticing,מְפַתֶּה,,,,,enticing,0.0,,,,,,,,,,,,,,,,,,,,,,
pat ,טְפִיחָה; לִטּוּף; צליל נקישה; גוש מרובע ושטוח (של חמאה),,,,,pat ,0.0,,,,,,,,,,,,,,,,,,,,,,
recede ,"נָסוֹג; הִתְפּוֹגֵג, הִתְרַחֵק",,,,,recede ,1.0,,,,,,,,,,,,,,,,,,,,,,
camaraderie ,"חֲבֵרוּת, אַחֲוָה",,,,,camaraderie ,0.0,,,,,,,,,,,,,,,,,,,,,,
congruent ,"הוֹלֵם, חוֹפֵף, עָקִיב",,,,,congruent ,1.0,,,,,,,,,,,,,,,,,,,,,,
irk ,"עִצְבֵּן, הִרְגִּיז",,,,,irk ,0.0,,,,,,,,,,,,,,,,,,,,,,
lash ,הַצְלָפָה; שׁוֹט; (קיצור) רִיס,,,,,lash ,0.0,,,,,,,,,,,,,,,,,,,,,,
figment ,"הַמְצָאָה, בְּדָיָה, בְּדוּתָה",,,,,figment ,0.0,,,,,,,,,,,,,,,,,,,,,,
lofty ,"נַעֲלֶה, נִשְׂגָּב; מִתְנַשֵּׂא, יָהִיר",,,,,lofty ,0.0,,,,,,,,,,,,,,,,,,,,,,
begrudge ,"נָטַר [שָׁמַר] טִינָה (למישהו), קִנֵּא",,,,,begrudge ,0.0,,,,,,,,,,,,,,,,,,,,,,
convey,"מָסַר, הֶעֱבִיר",,,,,convey,0.0,,,,,,,,,,,,,,,,,,,,,,
capitalize ,(כספים) הִוֵּן; הֵפִיק תּוֹעֶלֶת (ממשהו); השתמש באות גדולה,,,,,capitalize ,0.0,,,,,,,,,,,,,,,,,,,,,,
cater ,סִפֵּק,,,,,cater ,0.0,,,,,,,,,,,,,,,,,,,,,,
oblivious ,"שַׁכְחָן; שאינו מודע למה שקורה סביבו, שאינו חש ב_",,,,,oblivious ,0.0,,,,,,,,,,,,,,,,,,,,,,
scrutiny,"בְּחִינָה, בְּדִיקָה (קפדנית); חֲקִירָה, דְּרִישָׁה וַחֲקִירָה",,,,,scrutiny,0.0,,,,,,,,,,,,,,,,,,,,,,
retail ,"קִמְעוֹנִי, קִמְעוֹנָאִי",,,,,retail ,0.0,,,,,,,,,,,,,,,,,,,,,,
unkempt ,"פָּרוּעַ, סָתוּר; מְרֻשָּׁל; (מְיֻשָּׁן) גַּס",,,,,unkempt ,0.0,,,,,,,,,,,,,,,,,,,,,,
impeccable ,"לְלֹא רְבָב, מֻשְׁלָם",,,,,impeccable ,0.0,,,,,,,,,,,,,,,,,,,,,,
soar ,"הִמְרִיא, הִרְקִיעַ, הֶאֱמִיר, הִתְרוֹמֵם, עָלָה; הִתְנַשֵּׂא, בלט לגובה",,,,,soar ,0.0,,,,,,,,,,,,,,,,,,,,,,
promiscuous ,"מֻפְקָר, פָּרוּץ; מְעֻרְבָּב, מְעֻרְבָּל, מְעֹרָב; מִקְרִי, אַגָּבִי",,,,,promiscuous ,0.0,,,,,,,,,,,,,,,,,,,,,,
assortment ,"מִגְוָן, מִבְחָר",,,,,assortment ,0.0,,,,,,,,,,,,,,,,,,,,,,
condescending ,מִתְנַשֵּׂא,,,,,condescending ,1.0,,,,,,,,,,,,,,,,,,,,,,
vindicate ,"vindicate verb שמור vindicated, has vindicated, is vindicating, vindicates זִכָּה, צִדֵּק; הִצְדִּיק; טָעַן, הֵגֵן",,,,,vindicate ,1.0,,,,,,,,,,,,,,,,,,,,,,
caveat ,"אַזְהָרָה, הוראה או הצעה להימנע מפעולה מסוימת; הִסְתַּיְּגוּת, סִיּוּג, הבהרת משמעות למניעת אי-הבנה; (משפטים) הפסקת הליכים משפטיים עד לשמיעת העותר",,,,,caveat ,0.0,,,,,,,,,,,,,,,,,,,,,,
timid ,בַּיְשָׁן,,,,,timid ,0.0,,,,,,,,,,,,,,,,,,,,,,
meekly ,"בענווה, בצניעות; בהכנעה, בצייתנות",,,,,meekly ,0.0,,,,,,,,,,,,,,,,,,,,,,
enmesh ,"לָכַד, סִבֵּךְ",,,,,enmesh ,0.0,,,,,,,,,,,,,,,,,,,,,,
keen ,"נִלְהָב; חַד; פִּקֵּחַ, נָבוֹן, מְמֻלָּח; חָרִיף; (סְלֶנְג) מְצֻיָּן",,,,,keen ,0.0,,,,,,,,,,,,,,,,,,,,,,
abyss ,"תְּהוֹם, מְצוּלָה, מַעֲמַקִּים; שְׁאוֹל",,,,,abyss ,1.0,,,,,,,,,,,,,,,,,,,,,,
bewildered ,מְבֻלְבָּל,,,,,bewildered ,0.0,,,,,,,,,,,,,,,,,,,,,,
prone,שרוע עם פניו כלפי מטה; נוֹטֶה ל_,,,,,prone,1.0,,,,,,,,,,,,,,,,,,,,,,
groom ,"טִפֵּחַ, טִפֵּל",,,,,groom ,0.0,,,,,,,,,,,,,,,,,,,,,,
averse ,"סוֹלֵד, מתנגד",,,,,averse ,0.0,,,,,,,,,,,,,,,,,,,,,,
swagger ,"התהלך בביטחון עצמי רב, התהלך ביהירות; הִתְרַבְרֵב, ""הִשְׁוִיץ""",,,,,swagger ,0.0,,,,,,,,,,,,,,,,,,,,,,
lukewarm ,פּוֹשֵׁר,,,,,lukewarm ,0.0,,,,,,,,,,,,,,,,,,,,,,
afflict ,"יִסֵּר, הִכְאִיב, אִמְלֵל",,,,,afflict ,0.0,,,,,,,,,,,,,,,,,,,,,,
slender ,"רָזֶה, צָנוּם, דַּק; דַּק גֵּו; חָלוּשׁ, רָעוּעַ",,,,,slender ,0.0,,,,,,,,,,,,,,,,,,,,,,
contrived ,"מְתֻכְנָן, מְכֻוָּן; מְעֻשֶּׂה, מְאֻלָּץ, מְלָאכוּתִי",,,,,contrived ,0.0,,,,,,,,,,,,,,,,,,,,,,
due ,חוֹב,,,,,due ,1.0,,,,,,,,,,,,,,,,,,,,,,
prissy ,"(בלשון הדיבור) דַּקְדְּקָן, קפדן יתר על המידה; מִתְחַסֵּד, צַדְקָנִי, חָסוּד",,,,,prissy ,0.0,,,,,,,,,,,,,,,,,,,,,,
pompous,"יָהִיר, נָפוּחַ, גַּאַוְתָנִי, שַׁחְצָנִי",,,,,pompous,0.0,,,,,,,,,,,,,,,,,,,,,,
devoid ,"חָסֵר, נָטוּל, מְשֻׁלָּל, רֵיק (ממשהו)",,,,,devoid ,0.0,,,,,,,,,,,,,,,,,,,,,,
ostracism ,"נִדּוּי, חֵרֶם; (ביוון העתיקה) הַגְלָיָה",,,,,ostracism ,1.0,,,,,,,,,,,,,,,,,,,,,,
culprit ,"נֶאֱשָׁם, עֲבַרְיָן, אָשֵׁם; הגורם או המקור לבעיה",,,,,culprit ,0.0,,,,,,,,,,,,,,,,,,,,,,
stutter ,גִּמְגּוּם,,,,,stutter ,0.0,,,,,,,,,,,,,,,,,,,,,,
conundrum ,חִידָה; בְּעָיָה קשה,,,,,conundrum ,0.0,,,,,,,,,,,,,,,,,,,,,,
disgruntled ,"מְמֻרְמָר, מְתֻסְכָּל, מְאֻכְזָב",,,,,disgruntled ,0.0,,,,,,,,,,,,,,,,,,,,,,
fickle,"הֲפַכְפַּךְ, בִּלְתִּי יַצִּיב",,,,,fickle,0.0,,,,,,,,,,,,,,,,,,,,,,
pervade ,"הִתְפַּשֵּׁט, חָדַר",,,,,pervade ,0.0,,,,,,,,,,,,,,,,,,,,,,
impeccable ,"לְלֹא רְבָב, מֻשְׁלָם",,,,,impeccable ,0.0,,,,,,,,,,,,,,,,,,,,,,
propensity,"נְטִיָּה, זִקָּה, מְשִׁיכָה",,,,,propensity,0.0,,,,,,,,,,,,,,,,,,,,,,
gratify ,"הִשְׂבִּיעַ אֶת רְצוֹנוֹ (של מישהו), רִצָּה",,,,,gratify ,0.0,,,,,,,,,,,,,,,,,,,,,,
tedious ,"מְעַיֵּף, מֵעִיק, מְשַׁעֲמֵם",,,,,tedious ,0.0,,,,,,,,,,,,,,,,,,,,,,
competent ,"כָּשִׁיר, מַתְאִים, מְסֻגָּל",,,,,competent ,0.0,,,,,,,,,,,,,,,,,,,,,,
hinder ,"מָנַע, עִכֵּב",,,,,hinder ,0.0,,,,,,,,,,,,,,,,,,,,,,
enrapt ,מְרוֹמָם,,,,,enrapt ,0.0,,,,,,,,,,,,,,,,,,,,,,
mundane ,"יוֹם-יוֹמִי, שִׁגְרָתִי, רָגִיל, בָּנָלִי; גַּשְׁמִי, אַרְצִי",,,,,mundane ,0.0,,,,,,,,,,,,,,,,,,,,,,
fatigue,"עֲיֵפוּת, לֵאוּת, תְּשִׁישׁוּת; עבודות רס""ר",,,,,fatigue,0.0,,,,,,,,,,,,,,,,,,,,,,
caveat ,"אַזְהָרָה, הוראה או הצעה להימנע מפעולה מסוימת; הִסְתַּיְּגוּת, סִיּוּג, הבהרת משמעות למניעת אי-הבנה; (משפטים) הפסקת הליכים משפטיים עד לשמיעת העותר",,,,,caveat ,0.0,,,,,,,,,,,,,,,,,,,,,,
revamp ,"שִׁפֵּץ, חִדֵּשׁ, שִׁקֵּם",,,,,revamp ,0.0,,,,,,,,,,,,,,,,,,,,,,
latch ,"הִבְרִיחַ, נָעַל, סָגַר",,,,,latch ,0.0,,,,,,,,,,,,,,,,,,,,,,
derogatory ,"מַשְׁפִּיל, מַעֲלִיב",,,,,derogatory ,0.0,,,,,,,,,,,,,,,,,,,,,,
deter ,הִרְתִּיעַ,,,,,deter ,0.0,,,,,,,,,,,,,,,,,,,,,,
overt,"פָּתוּחַ, גָּלוּי, נִרְאֶה לָעַיִן; מְכֻוָּן, מְתֻכְנָן",,,,,overt,0.0,,,,,,,,,,,,,,,,,,,,,,
banter ,הִתְלוֹצֵץ,,,,,banter ,0.0,,,,,,,,,,,,,,,,,,,,,,
elicit ,"הוֹצִיא, הֵפִיק",,,,,elicit ,0.0,,,,,,,,,,,,,,,,,,,,,,
rapport ,"מערכת יחסים מבינה ואוהדת, יחסי ידידות",,,,,rapport ,0.0,,,,,,,,,,,,,,,,,,,,,,
innuendo ,רְמִיזָה,,,,,innuendo ,0.0,,,,,,,,,,,,,,,,,,,,,,
perm ,"פֶּרְמָנֶנְט, סִלְסוּל תְּמִידִי",,,,,perm ,0.0,,,,,,,,,,,,,,,,,,,,,,
arouse ,"עוֹרֵר, דִּרְבֵּן",,,,,arouse ,0.0,,,,,,,,,,,,,,,,,,,,,,
incessant ,"תְּמִידִי, בִּלְתִּי פּוֹסֵק",,,,,incessant ,0.0,,,,,,,,,,,,,,,,,,,,,,
harp ,פרט על נבל,,,,,harp ,0.0,,,,,,,,,,,,,,,,,,,,,,
inflection ,"(דִּקְדּוּק) הַטָּיָה; נְטִיָּה, פָּרָדִיגְמָה",,,,,inflection ,0.0,,,,,,,,,,,,,,,,,,,,,,
stilted,"(כשנאמר על סגנון) רִשְׁמִי, פוֹרְמָלִי; מְנֻפָּח, מְאֻלָּץ; רְהַבְתָּנִי; נֻקְשֶׁה; שמוגבה על קביים",,,,,stilted,0.0,,,,,,,,,,,,,,,,,,,,,,
drab ,"מְרֻפָּט, בָּלוּי; חַדְגּוֹנִי, חֲסַר עִנְיָן",,,,,drab ,0.0,,,,,,,,,,,,,,,,,,,,,,
lackadaisical,"חסר-חיים, חסר-חיוניות; עָצֵל, נִרְפֶּה, בַּטְלָנִי, הוֹזֶה",,,,,lackadaisical,0.0,,,,,,,,,,,,,,,,,,,,,,
thread,"חוּט, פְּתִיל, סִיב; (אינטרנט) שִׁרְשׁוּר, מקבץ מסרים, שיח וירטואלי רב-משתתפים בנושא מסוים; (מחשבים) תהליכון, תת-תהליך שרץ במסגרת תהליך ראשי (process); תַּבְרִיג; רעיון מקשר, רֶצֶף (של מחשבות, נושאים וכו')",,,,,thread,0.0,,,,,,,,,,,,,,,,,,,,,,
tidal ,של גאות ושפל,,,,,tidal ,0.0,,,,,,,,,,,,,,,,,,,,,,
rapport ,"מערכת יחסים מבינה ואוהדת, יחסי ידידות",,,,,rapport ,0.0,,,,,,,,,,,,,,,,,,,,,,
enrapt ,מְרוֹמָם,,,,,enrapt ,0.0,,,,,,,,,,,,,,,,,,,,,,
concierge ,"קוֹנְסְיֶרְז', שׁוֹעֵר",,,,,concierge ,0.0,,,,,,,,,,,,,,,,,,,,,,
decease ,"מֵת, נִפְטַר",,,,,decease ,0.0,,,,,,,,,,,,,,,,,,,,,,
derogatory ,"מַשְׁפִּיל, מַעֲלִיב",,,,,derogatory ,0.0,,,,,,,,,,,,,,,,,,,,,,
deprecating ,מזלזל; מחאתי,,,,,deprecating ,0.0,,,,,,,,,,,,,,,,,,,,,,
venue ,מקום האירוע; מקום המפגש; מקום ההתכנסות,,,,,venue ,1.0,,,,,,,,,,,,,,,,,,,,,,
elicit ,"הוֹצִיא, הֵפִיק",,,,,elicit ,0.0,,,,,,,,,,,,,,,,,,,,,,
murky ,"עַגְמוּמִי, קוֹדֵר, חָשׁוּךְ; מְעֻמְעָם, עָמוּם",,,,,murky ,1.0,,,,,,,,,,,,,,,,,,,,,,
arousal ,"הִתְעוֹרְרוּת; עוֹרְרוּת, עֵרוּר",,,,,arousal ,0.0,,,,,,,,,,,,,,,,,,,,,,
wrench ,"מַפְתֵּחַ בְּרָגִים; עִקּוּם, פִּתּוּל, כִּיפוּף (בכוח); עִוּוּת, סִלּוּף; חוויה רגשית קשה",,,,,wrench ,0.0,,,,,,,,,,,,,,,,,,,,,,
disparate ,"שׁוֹנֶה, נִבְדָּל (לגמרי)",,,,,disparate ,0.0,,,,,,,,,,,,,,,,,,,,,,
punctuate ,פִּסֵּק; הִדְגִּישׁ,,,,,punctuate ,1.0,,,,,,,,,,,,,,,,,,,,,,
oblivious ,"שַׁכְחָן; שאינו מודע למה שקורה סביבו, שאינו חש ב_",,,,,oblivious ,0.0,,,,,,,,,,,,,,,,,,,,,,
dilate,הִתְרַחֵב; הִרְחִיב,,,,,dilate,0.0,,,,,,,,,,,,,,,,,,,,,,
gauge,מָדַד; אָמַד; הֶעֱרִיךְ,,,,,gauge,0.0,,,,,,,,,,,,,,,,,,,,,,
slobber ,"רִיֵּר, הִזִּיל רִיר; הִשְׁתַּפֵּךְ",,,,,slobber ,0.0,,,,,,,,,,,,,,,,,,,,,,
numb ,"רָדוּם, חסר תחושה; חֲסַר רֶגֶשׁ, אָדִישׁ",,,,,numb ,1.0,,,,,,,,,,,,,,,,,,,,,,
ox ,שׁוֹר,,,,,ox ,0.0,,,,,,,,,,,,,,,,,,,,,,
strive ,"שָׁאַף, חָתַר",,,,,strive ,0.0,,,,,,,,,,,,,,,,,,,,,,
dire ,"נוֹרָא, מַפְחִיד; נוֹאָשׁ, דָּחוּף; מבשר רעות",,,,,dire ,0.0,,,,,,,,,,,,,,,,,,,,,,
rote ,"שִׁגְרָה; לְמִידָה, שינון בע""פ",,,,,rote ,0.0,,,,,,,,,,,,,,,,,,,,,,
cram ,"דָּחַס, צוֹפֵף; פִּטֵּם, הִלְעִיט, הֶאֱבִיס; (בלשון הדיבור) לָמַד, חָרַשׁ",,,,,cram ,1.0,,,,,,,,,,,,,,,,,,,,,,
spur ,"עוֹרֵר, דִּרְבֵּן, הִמְרִיץ; זירז (בדרך כלל סוס) בעזרת דורבנות",,,,,spur ,0.0,,,,,,,,,,,,,,,,,,,,,,
enhance,"הִגְבִּיר, חִזֵּק, הִגְדִּיל; שִׁפֵּר",,,,,enhance,1.0,,,,,,,,,,,,,,,,,,,,,,
sieve ,"מִסְנֶנֶת, נָפָה",,,,,sieve ,0.0,,,,,,,,,,,,,,,,,,,,,,
sow ,"פִּזֵּר, זָרָה, זָרַע",,,,,sow ,0.0,,,,,,,,,,,,,,,,,,,,,,
deficit ,"גֵּרָעוֹן, דֶּפִיצִיט; חֶסֶר, חִסָּרוֹן, פַּעַר (לרעת מישהו); לִקּוּי",,,,,deficit ,0.0,,,,,,,,,,,,,,,,,,,,,,
retention ,"שְׁמִירָה, הַחְזָקָה, היכולת לשמור או להחזיק משהו; זְכִירָה, זִכָּרוֹן, היכולת לשמור משהו בזיכרון; (רפואה) אֲצִירָה (של הפרשות מהגוף, כגון שתן); שִׁמּוּר; אֲחִיזָה",,,,,retention ,0.0,,,,,,,,,,,,,,,,,,,,,,
diffuse ,"פִּזֵּר, הִתְפַּזֵּר",,,,,diffuse ,0.0,,,,,,,,,,,,,,,,,,,,,,
tin ,"דִיל, פַּח; (בריטי) פַּחִית, קופסת שימורים",,,,,tin ,0.0,,,,,,,,,,,,,,,,,,,,,,
hydrant ,"ברז שריפה, ברז כיבוי אש",,,,,hydrant ,0.0,,,,,,,,,,,,,,,,,,,,,,
agile ,"זָרִיז, קַל תְּנוּעָה, מָהִיר; מלא חיים",,,,,agile ,0.0,,,,,,,,,,,,,,,,,,,,,,
Brussels sprout,כְּרוּב נִצָּנִים,,,,,Brussels sprout,0.0,,,,,,,,,,,,,,,,,,,,,,
thigh ,יָרֵךְ,,,,,thigh ,0.0,,,,,,,,,,,,,,,,,,,,,,
seldom ,לְעִתִּים רְחוֹקוֹת,,,,,seldom ,0.0,,,,,,,,,,,,,,,,,,,,,,
gnome ,גַּמָּד (באגדות); אמרה תמציתית המביעה אמת כללית; אָפוֹרִיזְם,,,,,gnome ,0.0,,,,,,,,,,,,,,,,,,,,,,
nosh ,"(סְלֶנְג) אֲרוּחָה, מָזוֹן",,,,,nosh ,0.0,,,,,,,,,,,,,,,,,,,,,,
mat ,"מַחְצֶלֶת, שְׁטִיחוֹן; מִזְרָן; תַּחְתִּית, מַפִּית (שמניחים מתחת לכלי אוכל)",,,,,mat ,1.0,,,,,,,,,,,,,,,,,,,,,,
memo ,"קיצור) תַּזְכִּיר, מֶמוֹרַנְדּוּם",,,,,memo ,0.0,,,,,,,,,,,,,,,,,,,,,,
mower ,"מכונת כיסוח, מַכְסֵחָה",,,,,mower ,0.0,,,,,,,,,,,,,,,,,,,,,,
verbatim ,"מְדֻיָּק, מִלָּה בְּמִלָּה",,,,,verbatim ,0.0,,,,,,,,,,,,,,,,,,,,,,
squander ,"פִּזּוּר, בִּזְבּוּז",,,,,squander ,0.0,,,,,,,,,,,,,,,,,,,,,,
clutter ,"עִרְבּוּבְיָה, מַהְפֵּכָה, אִי-סֵדֶר",,,,,clutter ,0.0,,,,,,,,,,,,,,,,,,,,,,
cobweb ,קוּרֵי עַכָּבִישׁ,,,,,cobweb ,0.0,,,,,,,,,,,,,,,,,,,,,,
shackle ,"אֲזִקִּים, שַׁלְשֶׁלֶת",,,,,shackle ,0.0,,,,,,,,,,,,,,,,,,,,,,
deprivation ,"קִפּוּחַ, מְנִיעָה; חֶסֶר, מַחְסוֹר",,,,,deprivation ,0.0,,,,,,,,,,,,,,,,,,,,,,
floss ,ניקה שיניים בעזרת חוט דנטאלי,,,,,floss ,0.0,,,,,,,,,,,,,,,,,,,,,,
idleness ,"בַּטְלָנוּת, עַצְלָנוּת",,,,,idleness ,0.0,,,,,,,,,,,,,,,,,,,,,,
deed ,"מַעֲשֶׂה, פְּעֻלָּה; שְׁטַר מֶכֶר",,,,,deed ,1.0,,,,,,,,,,,,,,,,,,,,,,
astute ,"פִּקֵּחַ, נָבוֹן, פִּקְּחִי",,,,,astute ,0.0,,,,,,,,,,,,,,,,,,,,,,
